"id","naslov","labela","podtip","napomena"
"sportklub_13a3b4f490","Dodela Zlatne lopte u Londonu, da li će pripasti Kejnu?","0","",""
"sportklub_7b75dcfc34","Kakve veze imaju Lejkersi i Asvel? Odgovor menja evropsku košarku","1","",""
"sportklub_af9370900c","Markes se vratio! Diđa najbrži na početku akcije u Muđelu","1","",""
"sportklub_e97b5fef4d","Jedan od najboljih srpskih odbojkaša u dresu Istanbula","1","",""
"sportklub_8b55262fbf","RG: Lola, Lajović i Teodora dobili rivale na startu kvalifikacija","0","",""
"sportklub_df8898c28b","Podvig ostao san: Crna Gora se vraća u C diviziju","1","",""
"sportklub_19de096116","Svitolina vlada Večnim gradom","1","",""
"sportklub_bdc9d2b847","Hamad je četiri puta rekao isto: Odavno se ovako nisam osetio","1","",""
"sportklub_36f81a4cdc","Jokić ispao iz MVP trke? Datum dodele nagrade otkriva sve","1","",""
"sportklub_7b4e771efa","„Eriksen svestan i oseća se dobro, pejsmejker odradio posao“","1","",""
"sportklub_27342edcab","(VIDEO) Musa: Ovo je početak nečeg velikog","1","",""
"sportklub_3b7489711b","Kako je Di Marija zbog Luja van Gala zamrzeo Mančester junajted","1","",""
"sportklub_3929a8747f","Srbija uz pomoć Raula pobedila sebe","1","",""
"sportklub_76ec4ab972","Mahoms potpisuje novi rekordan ugovor, čeka ga pola milijarde $","0","",""
"sportklub_5656ae1933","Đorđević: Ne daju se koledž ugovori zbog diplome, nego trofeja","1","",""
"sportklub_08e06ff218","Zašto je Martin toliko padao na „Katalunji“? U Apriliji ne znaju!","1","",""
"sportklub_651263eea1","Kakav prvenac Urijartea! Kiles prvi put van podijuma","1","",""
"sportklub_d65908dfcc","Budućnost veruje i želi ABA finale, na potezu su navijači!","1","",""
"sportklub_04bb59e56c","Đoković kao Siner: Od 2:0 do poraza u petočasovnoj drami","0","",""
"sportklub_e3d58de85f","Nema mira u Kneževini: Bojkot Džejmsa zbog finansijskog spora","1","",""
"sportklub_7fd0d686a1","Lebron proglašen za sportistu veka: GOAT na terenu i van njega","0","",""
"sportklub_3d4728cfff","Feđa Dudić se vratio u Kragujevac: „Još jače, još bolje!“","0","",""
"sportklub_d0254fba3f","Arne Slot se oglasio posle otkaza u Liverpulu","0","",""
"sportklub_f95f44a54a","Vulvsi doveli dva (pre)ozbiljna pojačanja za Čempionšip","1","",""
"sportklub_3d869e89e6","Mladi Grk: Novak je bio šok za mene, voleo bih da mi bude trener","1","",""
"sportklub_5edeb131d0","Od koje reprezentacije Srbi očekuju da napravi iznenađenje na SP?","1","",""
"sportklub_e8a94689ad","Tanjga organizatorima Kupa: Navijači da budu provereni na ulazima","0","",""
"sportklub_85173babaa","Rukometašice Crvene zvezde na pobedu od odbrane titule","0","",""
"sportklub_64b20b2098","Žirafa i pritisak porodice: Aleks zasijala posle pobede za finale","0","",""
"sportklub_b48829eebd","Nole: Žao mi je ali moram ovo da kažem za Monfisa","1","",""
"sportklub_a08ba639cd","Objavljeno koliko će Partizan plaćati novog centra","1","",""
"sportklub_297cda052a","FMP stigao do Partizana, Zvezda na čekanju…","1","",""
"sportklub_c8d575baba","Dušan Trtović u Jadranu iz Herceg Novog","0","",""
"sportklub_1562d9ae70","Olimpijakos promašio titulu, ranjeni PAO zakazao „majstoricu“!","0","",""
"sportklub_89a007f9f4","Ako se ovako nastavi, Francuska mora bez Vembanjame","1","",""
"sportklub_2b46a4f3be","Bivši sudija: Preko 20 grešaka u finalu, većina na štetu Reala","1","",""
"sportklub_dfd2baa4f8","Dukić uprkos svemu u igri za medalju na EP u Splitu","0","",""
"sportklub_65cfd2c346","Nepoželjan kraj dana na Rolan Garosu: Beretini morao da preda meč","0","",""
"sportklub_dbad2199bd","SK spreman za Atinu!","1","",""
"sportklub_e4ec487b02","Poznati sudija povređen dva dana pred utakmicu, FIFA našla zamenu","1","",""
"sportklub_ada236b612","Džejk Pol posle „batina“: Možda je to bila moja poslednja borba","1","",""
"sportklub_b70f9acf81","Rikardu nedostajali Partizan i Natho: Osećaj? Kao prvi put…","1","",""
"sportklub_0775b6f983","Encestando: Partizan našao centra, ugovor na dve godine!","1","",""
"sportklub_74a5caa580","Priča Ivana Vukomanovića: Reprezentacija bez sapunice","1","",""
"sportklub_ad66e8c615","Silva: Ovo je posebno, Pep promenio moje gledište fudbala","1","",""
"sportklub_f3145b3232","Barsa za sva vremena: Ovo nikada nije viđeno u La Ligi","1","",""
"sportklub_9c24b3c089","Ataman igračima: Hvala svima, znam da nije lako raditi sa mnom","0","",""
"sportklub_1c21c19f06","UEFA izbacila klub iz Lige konferencije zbog nameštanja mečeva","1","",""
"sportklub_e455063967","Brdo je planina za Partizan: Vojvodina može da overi drugo mesto","0","",""
"sportklub_d8c5849498","(VIDEO) Nestao teren u OAKA dvorani! Bukvalno","1","",""
"sportklub_0433986107","Navijačima laknulo posle Atamanovih reči o Lesorovoj povredi","1","",""
"sportklub_058e39d133","Fener silan na startu plej-ofa, Efes slomio Turk Telekom","1","",""
"sportklub_8adf97d3ca","Lola i Olga pokvarile plasman","1","",""
"sportklub_6b544eba70","Novak: Za Zvezdu me ne pitaj ništa, nemoj, nemoj","1","",""
"sportklub_6f53850237","Banjaja za SK: Plaćeni smo mnogo, poštujemo svoj posao, ali…","1","",""
"sportklub_14b947084d","Šaras kritikovao Evroligu: Ovo je tužna priča, osećam se loše","1","",""
"sportklub_d7a68f717c","(VIDEO) Janakopulos – tu je!","1","",""
"sportklub_42aa7d7955","Zvezda: Platili smo Gentu naknade, suspenzija odmah ukinuta","0","",""
"sportklub_11591d0155","Datome o Žocu: Ljubav i poštovanje ne iznenađuju, ali…","1","",""
"sportklub_54575bfa8d","Jovanović za SK: Mali korak za košarku, veliki za Spartak","1","",""
"sportklub_c1397c74b6","Jaki prihodi, ali i potrošnja: Ovo je neto dobit Zvezde u 2025.","0","",""
"sportklub_5369079e50","Stole Dimitrijevski u Valensiji do juna 2028. godine","0","",""
"sportklub_1513dad1a6","„Problematični dečko“ Eldon Smit preminuo u 37. godini","0","",""
"sportklub_dfd3d34ea1","Nole, posle ovakvog spektakla nije vreme za penziju","1","",""
"sportklub_b53c22cc22","Atletski savez UK kažnjen – 350.000 funti za smrt paraolimpijca","0","",""
"sportklub_64d1f31d85","Hamad saznao kada igra za najbolji plasman u karijeri!","1","",""
"sportklub_39980f2b65","Liga nacija: Češka iznenadila Kinu, Italijanke lako sa Bugarkama","0","",""
"sportklub_f991caeefa","Nedović u sporednoj ulozi, Monako se plasirao u finale","0","",""
"sportklub_34bcef84d5","Mekinro: Alkarasova povreda je otvorila vrata Đokoviću","0","",""
"sportklub_e53eedf6e5","Legenda traje: Aron Rodžers (42) igraće 22. NFL sezonu","0","",""
"sportklub_ae1f8a3e87","Spektakl: Nejmar stigao na okupljanje reprezentacije helikopterom","0","",""
"sportklub_bc8ef51ab6","Spektakularne kvalifikacije F1: Klač Kimi, Šarl u zaštitnom zidu!","0","",""
"sportklub_961aa0f289","Javio se Zarko: Više je delovalo zastrašujuće nego što je opasno","1","",""
"sportklub_16e6171dd3","Mitrović o suđenju: Poraz sporta! Ko ima oči, mogao je da vidi","1","",""
"sportklub_2637eb9edf","Međedović: Gurman sam, volim da jedem, borba je neprestana","1","",""
"sportklub_3188f79951","Aleksej Nedeljković opet sjajan, ali Zvezda je ubedljivo poražena","0","",""
"sportklub_df40aa8878","Banjaja za SK: Taj osećaj kada sam video Aleksa…","1","",""
"sportklub_59de9b357a","Još jedan potres na RG: Eliminisan peti igrač sveta","1","",""
"sportklub_464fc39490","Tinejdžer od 17 leta koban za gren slem šampiona","1","",""
"sportklub_725f347871","Reforme novog direktora Mevsa: Rastanak sa Džejsonom Kidom","1","",""
"sportklub_fcf3f5b542","Konate o Žoti: Svakog dana je bio sa nama, na svakom treningu","0","",""
"sportklub_acb18dd96a","Vingegoru 16. etapa i više od 4 minuta prednosti","0","",""
"sportklub_43469125e0","Poter o spisku za Mundijal: Nekome oduzimate san, nije prijatno","1","",""
"sportklub_7053789b8e","Selektor Japana objavio spisak za SP bez dve velike zvezde","1","",""
"sportklub_eb20706489","Novi transfer Kustošije: Ekvadorac u Belgiji za dva miliona evra","1","",""
"sportklub_361aec6be7","Gvardiola obećao Rolekse igračima Barnlija ako zaustave Arsenal?","1","",""
"sportklub_26824fad6e","Od 580.000 € mesečno do 11.500: Kako danas živi bivši as Sitija?","1","",""
"sportklub_0f28d82108","Jam Madar, 9/10 za tri! Dabl-dabl Vase Micića u derbiju Tel Aviva","0","",""
"sportklub_eda1c6a1d5","(VIDEO) Verovali ili ne: Kalates je odavde postigao koš","1","",""
"sportklub_0ee067275b","Užasan žreb za Novaka u Parizu!","1","",""
"sportklub_53ad4e515f","Partizan i Tonje Džekiri – obostrano zadovoljstvo","1","",""
"sportklub_fe71d50438","(VIDEO) Bundesligo, spremi se, mali Elversberg stigao je u elitu!","0","",""
"sportklub_d2a1ec9576","Zvezda u seriji: Loizu potpisao na 4+1","0","",""
"sportklub_76e45a7a66","Stanković: Nemamo čega da se stidimo, zaslužili smo sve","1","",""
"sportklub_653174b9f7","Barsa želi Bongu: Španci tvrde da kontakt već postoji","1","",""
"sportklub_c4982e293f","Gevara: Iamo sam neke probleme; Almansa: Da nastavimo ovako…","1","",""
"sportklub_8f808fef8a","Kejn ubedljivo do Zlatne kopačke! Hrvat u vrhu, tu je i Katai","0","",""
"sportklub_e4b9db280c","Ostao u trci za titulu: Siti ubedljiv protiv Palasa","0","",""
"sportklub_3b93f4fdaf","(VIDEO) Finale je neslavno već počelo: Tuča navijača u Budimpešti","0","",""
"sportklub_163df9b971","Kostovićeva ekspresno preskočila prvi stepenik kvalifikacija","0","",""
"sportklub_c34a6cb7b8","Legendarni Grk blista i u 43. godini","1","",""
"sportklub_68f809fa23","Vrteška u FK Budućnost ne staje: Ostavku podneo i predsednik…","1","",""
"sportklub_2ef55451e7","Romano sa čuvenim „here we go“ otkrio novog trenera Benfike!","1","",""
"sportklub_6ecb5ea4e3","Budućnost ide u Zenicu, finale možda u Dubaiju","0","",""
"sportklub_923efb42b7","SK na „crnoj listi“ KLS: Da li nema mesta ili je, ipak, cenzura?","1","",""
"sportklub_0baf3a4d9e","Posledice očajnih rezultata: Železničar nepovlašćen od starta!","1","",""
"sportklub_14466cd02e","Vojvodina pušta legendu da ode: Očigledno, priča je gotova…","1","",""
"sportklub_4ceac07439","„Bili smo loši, teško je vratiti se pred Partizanovom publikom“","1","",""
"sportklub_c4b904f8d8","„Athletic“ rangirao najlepše dresove na SP: Hrvatski na samom dnu","1","",""
"sportklub_c8863de012","Mark Markes bez premca na Balatonu: Tri od tri!","0","",""
"sportklub_bd99cb108d","Niksi u finalu posle 27 godina! Njujork „ometlao“ Klivlend","0","",""
"sportklub_0d6782ff52","Najopasnija trka na svetu odnela 271. žrtvu!","1","",""
"sportklub_f6dcc5826e","Pešmalbek: Odličan rezultat, živi smo do Vesprema, borićemo se","1","",""
"sportklub_3c0ccd7ad1","Jevtovićeva Konja bez trofeja: Promašen penal, stativa u 90+3…","1","",""
"sportklub_50185324f6","Epilog haosa u derbiju: 0:3 službeno i četiri meča suspenzije","0","",""
"sportklub_27dbc4b02b","Top lista: Ovo su najtraženiji slobodni igrači na Mundijalu","1","",""
"sportklub_3abfa9905f","Sve rešeno: Vojvodina u kvalifikacijama za Ligu Evrope (VIDEO)","0","",""
"sportklub_fa8a970ecd","Bomba iz Grčke: Dejan Stanković na meti slavnog kluba!","1","",""
"sportklub_7eea88932a","Andrejeva nadmašila 17 godina stariju rivalku, čeka je Ukrajinka","0","",""
"sportklub_5a610670c5","Cibona u prvom finalu posle četiri godine, Bosni važan brejk","0","",""
"sportklub_a2d161d039","Bojana, Tanja i Đina nisu stigle do finala u Budimpešti","0","",""
"sportklub_469307485f","Ovo još niste videli: Nejmar greškom zamenjen pa pobesneo!","1","",""
"sportklub_622066043a","„Šapić ima veliku političku moć, autoritet je samo jedan čovek“","1","",""
"sportklub_008bf3d261","Beogradski maraton nagradio svoje heroje","1","",""
"sportklub_9f49ebd5ea","Devet puta starter zvanično najbolji igrač Lige 1","1","",""
"sportklub_5ac7e3d651","Kako se menjala tabela PL od 1. kola: Siti, Arsenal, Liverpul…","1","",""
"sportklub_ebec14066a","Iranski savez optužio SAD da im ne daju ni ulaznice","0","",""
"sportklub_11b785b51d","Irak primoran da izvrši promenu pred početak Svetskog prvenstva","1","",""
"sportklub_81c3ca3be2","Zverev o šansama za titulu na RG: Ne zaboravite Novaka","1","",""
"sportklub_c3512a88b5","Konate potvrdio odlazak iz Liverpula","0","",""
"sportklub_ad7657722d","Novak ne zna šta želi: Spavanje, pa onda možda uputim zahtev","1","",""
"sportklub_4049c60c12","Prvi čovek FNC otvorio dušu o Janičiću i UFC Beograd","1","",""
"sportklub_042df62ac9","Milica i Luka Vildosa nisu krivi","1","",""
"sportklub_ed60205305","Otkud toliko kazni za prekoračenje brzine u Monaku?","1","",""
"sportklub_1c3d8ea3a9","Rajt udario po domaćinima: Ovo je Svetsko prvenstvo haosa!","1","",""
"sportklub_47e600364b","Pepe Imaz: Nole, ovo što si uradio sa 39… Volim te!","1","",""
"sportklub_732de6d41e","Modrić se oprašta od fudbala posle Mundijala? Izgleda da je to to","1","",""
"sportklub_21f45b2059","Tibo Kurtoa se vratio u svoj Genk","0","",""
"sportklub_175e97da6c","Da li Pep odlazi zbog 115 tužbi Premijer lige? Priča se o i tome!","1","",""
"sportklub_872da5dbd7","Turska brojala do četiri u prijateljskoj sa Makedonijom","0","",""
"sportklub_5b7dabdbf9","„Norveška dolazi“ – Haland i drugovi optuženi da su neonacisti","1","",""
"sportklub_f281453a08","Kecmanović objasnio zašto se „raspao“","1","",""
"sportklub_4ed2f38a59","(VIDEO) Srpski kvartet peti na Starom kontinentu","0","",""
"sportklub_ddc83a40a8","Dubai razbio Budućnost u Zenici, sa Partizanom za titulu ABA lige","0","",""
"sportklub_a3cad08ccb","Zverev: Imam još jedan veliki cilj u karijeri","1","",""
"sportklub_ff8aae5ccf","Start Tura 2028. godine se vraća u Francusku","0","",""
"sportklub_eba2093f9a","(VIDEO) Iz Brzog broda grme posle finala kupa: Mitiću, a ruka?","1","",""
"sportklub_79b3c99622","Nebojša Simić spustio roletnu, napada evropski trofej!","1","",""
"sportklub_b43b054d31","Šta Đoković nikada neće oprostiti Troickom?","1","",""
"sportklub_0bfb9811d2","Posle pet i po meseci, Iga je napokon – uspela","1","",""
"sportklub_7ca75f6396","KLS: Spartak krenuo ka F4 i Crvenoj zvezdi","1","",""
"sportklub_96727e4b0e","Srbija bez hrabrosti u završnici poražena i od Belgije","0","",""
"sportklub_08396af807","Marš posle remija sa BiH: Mislili smo da ih imamo","1","",""
"sportklub_041263fde0","Stanković pred proslavu: Navijači, pozdravite momke","0","",""
"sportklub_ee2d1a731e","Nvora: Moramo da imamo svest gde grešimo, jedva čekam ponedeljak!","1","",""
"sportklub_f01b0bd6fc","Predsednik Kristal Palasa: I dobri momci ponekad pobede","1","",""
"sportklub_76e931828e","Poznat termin majstorice Crvena zvezda – Cedevita Olimpija","1","",""
"sportklub_14c6576aa7","Amerikanac potvrdio ostanak u Zvezdi? Poruka koja pali maštu","1","",""
"sportklub_160f4513c3","Nardin Mulahusejnović pojačao Vojvodinu","0","",""
"sportklub_1362ab9c20","Na oproštaju Kontea: Napoli slavio protiv Udinezea","0","",""
"sportklub_80a7872326","Dva identična remija za potpun haos na tabeli LaLige","1","",""
"sportklub_86808d47b0","Kotorani vidaju bolnu ranu protiv Budućnosti","1","",""
"sportklub_e5666e7cee","Rajs o promašenim penalima: Očajni su, ali mi ih volimo","1","",""
"sportklub_32baeb156a","Ljubimac Delija treći put uzastopno na Mundijalu","1","",""
"sportklub_9c81db6393","SK: Saši Iliću će pomagati dobro poznato ime u Humskoj","1","",""
"sportklub_1e08553edd","Murić zadovoljio: Sasuolo otkupljuje ugovor","1","",""
"sportklub_240408bb18","Japanci nezadovoljni uslovima u Montereju, ali problem je rešen","1","",""
"sportklub_de5ed14dc8","Mladen Dodić na klupi novog prvoligaša","0","",""
"sportklub_f83cef49b3","Svi stadioni Mundijala 2026: Vodič kroz SAD, Kanadu i Meksiko","0","",""
"sportklub_2d220d28c0","Stigli prvi „otkazi“ pred Skupštinu KSS: Zašto smenjujemo Čovića?","1","",""
"sportklub_27f9e175f4","Flik potvrdio: Ostaje još dve godine i želi Ligu šampiona","1","",""
"sportklub_780d6a15fb","Perasović ponovo u Evroligi? Bivši klub želi da ga vrati","1","",""
"sportklub_ed5cca4c84","(VIDEO) Mesi se malo zbunio: Igrao protiv sina bivšeg saigrača","1","",""
"sportklub_6908f7915d","Dubai se oštri za majstoricu, očekuje podršku navijača iz BiH","1","",""
"sportklub_06dbd20505","Markes: Ne znam kojih su mojih 100%: Beceki: Sećam se polovično","1","",""
"sportklub_9e0de829cc","Kanga pred povratkom u srpski fudbal","1","",""
"sportklub_4df8e8536a","Supruga udarila po Medvedevu: Ne glumataj, ponašaj se normalno!","1","",""
"sportklub_2c85ee8b6d","Terzić saopštio spisak za prve provere pred novu sezonu","0","",""
"sportklub_e24ba36e2c","Hvatač Kanzas Siti Čifsa u zatvoru, čekaju ga još dva suđenja","1","",""
"sportklub_9b51829431","Bivši selektor Srbije osvojio evropski trofej sa Makedoncima!","1","",""
"sportklub_ef8ff16cfa","Dragan Šolak se obratio navijačima: Preuzimam odgovornost","1","",""
"sportklub_28d8a7cc16","Povratnik Kračlou za SK: Probaću nekako da prizovem kišu","1","",""
"sportklub_503da44733","Žalgiris pronašao zamenu za Fransiska u trećem strelcu Evrolige","0","",""
"sportklub_50b1e2b5d8","Dončić potvrdio grandiozan projekat: Košarka se vraća u Rim!","1","",""
"sportklub_e4820d155d","Emotivan Mundijal za Dešana: Sve što radi, radi poslednji put","1","",""
"sportklub_b4e0691fe5","Džejms: Kada dođe vreme, svi ćete znati šta sam odlučio","1","",""
"sportklub_f0dc77eaf3","RG: Baš težak žreb za Ivu Jović, nemoguća repriza finala","1","",""
"sportklub_ecb81365fa","Galbijati: Sve ovo je neverovatno, ostajem u Baskoniji","0","",""
"sportklub_bcfef5c232","Superboul prvak odlučio: Bolje televizija nego rezerva u Džetsima","1","",""
"sportklub_49040b462a","Zvanične informacije o stanju Markesa: Dve frakture, operacija…","1","",""
"sportklub_1adae4c8c9","Markes za SK: Sa ovim mojim ramenom sve je lutrija","0","",""
"sportklub_6cf071456a","Srpski tandem sudi finale Lige šampiona","0","",""
"sportklub_a9b1f7b566","Breaking iz Turske: Dobro došao, Aleksandre Đorđeviću!","1","",""
"sportklub_fb1b6e90f7","Osaka podnosi vrućinu, ali… Iva planira da joj poremeti komfor","1","",""
"sportklub_4d02cec188","Drakonske kazne za nameštanje utakmice pionira","1","",""
"sportklub_afdddfb639","Ivan Vukomanović preuzeo ekipu u Sloveniji","0","",""
"sportklub_f57f17e4e5","Kobi Simons, Baskonija i Partizan – konačan rasplet","0","",""
"sportklub_87c2e0f8ef","SK: Partizan radi na Vlahovićevom povratku u klub","0","",""
"sportklub_912920c5ef","Cibona stigla do trona u Zadru, evropska dilema Zagrepčana…","1","",""
"sportklub_9f072658cb","(VIDEO) U 5 ujutru ispred stadiona: I igrači i navijači Arsenala!","1","",""
"sportklub_41cdaedb40","Hit Mundijala: Kurasao rasprodao sve dresove na globalnom nivou","0","",""
"sportklub_49a4edaefc","Priča za večnost: Kako je stvoren najveći Zvezdin tim","1","",""
"sportklub_bca144eea5","Partizanov čuvar vatre i tatko fudbala","1","",""
"sportklub_4c70b7bd24","Legenda gleda, ne veruje: Padaju u trans zbog nečijih asistencija","1","",""
"sportklub_00c9596675","(VIDEO) Vembanjama zakucao šampione, MVP se ugasio!","1","",""
"sportklub_779cbc9363","Spektakl za kraj: Šest golova u duelu Bolonje i Intera","0","",""
"sportklub_1640360e22","Nije metla, ali… Olimpija je u finalu","0","",""
"sportklub_36847b1752","Večeras na Mundijalu: (Ne)prijatelju stari, gdi si?","1","",""
"sportklub_911c20e2e1","Ataman ima rebus: Recite mi, koji je tim uspešniji od nas?","1","",""
"sportklub_52ce53c566","Fudbalska dinastija: Davide Ančeloti novi trener Lila","0","",""
"sportklub_d26f88874e","„Ljudi na funkcijama u fudbalu, kompenzacija za mesto u politici“","1","",""
"sportklub_41be5242e2","Konačni spiskovi za Mundijal do 1. juna","0","",""
"sportklub_d3ad3fb641","UFC Beograd ima glavnu borbu: Uroš Medić i iskusni rival","1","",""
"sportklub_8a4b1dca7f","Medvedev slomio Čilića za polufinale Hertogenboša","0","",""
"sportklub_5455ce1c97","Salah predvodi Egipat na Svetskom prvenstvu, na spisku i Marmuš","0","",""
"sportklub_96caa71f25","Florentino uzvraća udarac: Misteriozno pojačanje od 150 miliona","1","",""
"sportklub_e3d7605b88","(VIDEO) Evo kako je Tajrik Džons nokautirao Nana!","0","",""
"sportklub_31eeb1ad72","Stiglo izvinjenje… Gol Junajteda za 2:1 morao da bude poništen","0","",""
"sportklub_a1185d6184","Boldvin jedva čeka duel sa navijačima Panatinaikosa","1","",""
"sportklub_aaa0eda821","Nestvarna dominacija: Pioniri Radničkog bez poraza, 164 gola!","0","",""
"sportklub_b78d489027","Vašington: Volimo dobru košarku, imamo plan za naredni meč","0","",""
"sportklub_9049d2862d","Večiti i TV prava: Evo šta je Evroliga smislila","1","",""
"sportklub_b75147310c","Bivši fudbaler pronađen mrtav u blizini svoje kuće","0","",""
"sportklub_cd79e4e81e","Ataman „udario“ na grčke i srpske novinare, pa lupio šakom o sto","1","",""
"sportklub_7d7ce56f39","Nastavlja se neobičan trend u Realu: Kapitenska traka znači kraj","1","",""
"sportklub_96daedfbea","Marko pita… Šaras vizualizuje, ali ne kao Novak!","1","",""
"sportklub_5f77ad8449","Poruke o špijunskoj aferi: Ti si legenda, menadžer je oduševljen","1","",""
"sportklub_854bd2e7fd","Dončić o Evroligi i NBA Evropa: Nadam se uspešnoj saradnji","0","",""
"sportklub_64751ceeec","Due: Zahvaljujem se gospodu i spasiocu Isusu Hristu","0","",""
"sportklub_2575317461","TNT šokirao Engleze: Nema besplatnih prenosa evropskih finala","0","",""
"sportklub_42e46085ef","Da li je i Mijatović u kampanji za predsednika?","1","",""
"sportklub_6d6fdd73f3","Izvršni odbor „oborio“ novi Pravilnik o suđenju FSS","0","",""
"sportklub_dcc446953d","Najtrofejniji: Ivanić prestigao Rodića","0","",""
"sportklub_b5f797f6a0","(VIDEO) Skandal u Parizu: Novakovom dželatu poklonjen set?","0","",""
"sportklub_319c4e42a6","Čam nije dao gol za Slaviju, hoće li biti pojačanje Zvezdi?","1","",""
"sportklub_e1633ac89f","(VIDEO) Brazilac pao u nesvest kada je video da je na listi za SP","1","",""
"sportklub_1507c54739","Džabari MVP, pobeda Valensije i zaplet u borbi za opstanak","0","",""
"sportklub_caa61ceb5e","„Feministička bura“ u Izraelu zbog Denija Avdije","1","",""
"sportklub_c90289a4ad","Prekinut meč Hapoela jer su ostali sa jednim igračem na parketu!","0","",""
"sportklub_3b7b3665ef","Vrati se, Sale: Đorđevića zovu na mesto velikih uspeha","1","",""
"sportklub_42b8b666f9","Moneke: Moramo da pobedimo Partizan, nisam ni blizu 100 posto","0","",""
"sportklub_9df1a92a3c","Nikolaj Ehlers je heroj Karoline – izjednačeno u finalu Istoka","0","",""
"sportklub_e73e3602f5","Jedna tribina na Etihadu nosiće ime po Gvardioli; Dobiće i statuu","0","",""
"sportklub_42895b5567","Radnik slavio 100. rođendan, Zvezda titulu: Nula na kraju","0","",""
"sportklub_827ebb630a","Rolan Garos: Kakav bude Đoković, takav je i žreb","1","",""
"sportklub_34e3ac1fff","Mec pisao istoriju u Budimpešti, raduju se i Crnogorke…","1","",""
"sportklub_35d98efb15","Jovanović: Ako veruješ u mene spreman sam da odem i preko granica","1","",""
"sportklub_d2feded239","RG osmi dan: Krunić u četvrtfinalu, kao i nova generacija","0","",""
"sportklub_a52061bc81","Barcokas za SK: Mora meč po meč.. Pritisak ne možete da izbegnete","1","",""
"sportklub_f24a57422f","Armejci provozali Tomovićevu Lokomotivu u Krasnodaru","1","",""
"sportklub_7ca3aa77e1","Novak Đoković trener? Prvo odlučno „ne!“, a onda…","1","",""
"sportklub_dedb585185","Tiknizjan progovorio srpski i najavio Ligu šampiona (VIDEO)","0","",""
"sportklub_bd84017343","Presek na kraju 2025: Obaveze Crvene zvezde 86.000.000 €","0","",""
"sportklub_18d957fd08","Pokorio Južnu Ameriku, pa preuzima Monako","1","",""
"sportklub_fcbe8a46e2","Generalka bez smisla: Crveneće Paunović pred Meksikancima","1","",""
"sportklub_924fc3808a","Micićevi saigrači beže iz Izraela!","0","",""
"sportklub_fc8ccd1422","Novac, FMP… Evo šta sve Skupština KSS zamera Čoviću","1","",""
"sportklub_8b8b4464d0","Vasin šou: Padale trojke i asistencije, a protivnici na parket!","1","",""
"sportklub_48c7fae1af","Birmančević se neće zadržati u Španiji","0","",""
"sportklub_cc2bef7b87","Filijala Zvezde otpisala Kabel, preti Tekstilac","1","",""
"sportklub_c15357efa1","(VIDEO) Uhapšen hrvatski borac Marko Martinjak","0","",""
"sportklub_2e246c2838","Valensija dobila bez Montera, sad je vreme za F4","0","",""
"sportklub_250c2bbb9a","Duplirali mu platu: Partizan rekao „da“, Blagojević ide u Rusiju","0","",""
"sportklub_b2dceb9500","Almansa preoteo Kilesu pol poziciju na “Balatonu”","0","",""
"sportklub_8c5e53ca53","(VIDEO) Jarmolenko na korak od Ševčenkovog rekorda","1","",""
"sportklub_b438d92992","Španci pišu: Partizan gubi Bongu, ali želi jaku zamenu","1","",""
"sportklub_a9edf1beed","Stiže teška artiljerija! Ozvaničena još dva meča za UFC Beograd","1","",""
"sportklub_ccb9cfe150","Nemanja Nedović oslobođen kazne","0","",""
"sportklub_3de27ddfbc","Senzacija: Katar šokirao Švajcarsku u nadoknadi!","1","",""
"sportklub_2d49b47d88","Uoči SP ponovo isplivao snimak na kojem se Infantino obrukao","1","",""
"sportklub_9ed44e8bde","Crvena zvezda definitivno bez licence, TSC i Spartak u Evropi","0","",""
"sportklub_fa9b9a2344","Čeng oduševljen mladićima: Neko da izazove Alkaraza i Sinera","1","",""
"sportklub_65b4a07da3","Veseli rešio da se oprosti u stilu, odveo Barsu do 2:0!","0","",""
"sportklub_0c507410d3","Jovetić, Savić i Krstović preskaču Bugare i Slovake","0","",""
"sportklub_807af929f1","Genijalni umovi: Golman sa Harvarda, napadač govori 9 jezika…","1","",""
"sportklub_3db26ed7a2","(VIDEO) Laki luzer Dona Vekić osvojila titulu posle tri godine","0","",""
"sportklub_24daa122a7","Tojota posle četiri godine pokorila 24 časa Le Mana","0","",""
"sportklub_a687cf7fa0","„Šta god da se desi“ sa Duejnom Vašingtonom i Partizanom…","1","",""
"sportklub_683dc6ef2a","Fonseka: Đokovića sam previše poštovao, sa Rudom je bilo lakše","0","",""
"sportklub_99bb4d1925","Marija pomera granice, leti ka Los Anđelesu","1","",""
"sportklub_4bcbe401d2","Ko posle Mesine? Ideja je da dođe poznati Turčin…","1","",""
"sportklub_14876c82b8","Kutlaj o Hejz-Dejvisu: Ljudi da nauče da ćute i osete sramotu","1","",""
"sportklub_2afef1595a","Košarka u Italiji u znaku želje Partizana: MVP Kupa, MVP lige","0","",""
"sportklub_99048e1d1f","Novo pojačanje za Partizan: Stigao div iz Sarajeva","1","",""
"sportklub_a2ca838429","Fonseka zaustavljen: Spektakularni Čeh ide u polufinale!","1","",""
"sportklub_e913af8fb3","Napoli od 0:2 do 2:2, ali Bolonja servirala šok u 90+1","0","",""
"sportklub_49269d40db","„Sudije su grešile! FMP se oslanja na Srbe, a pogledajte Spartak“","1","",""
